SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
513119,ABC GAS INT ,XT,Q,55,56.5,55,55.6,55.5,54.95,40,3162,175245,
513121,ORICON ENT  ,B ,Q,39.75,39.75,38,38.34,38.34,39.23,512,53569,2081057,
513149,ACROW INDIA ,X ,Q,792.5,834.85,792.5,823.45,825,825,8,53,43505,
513173,STL STR INF ,XT,Q,38.86,38.86,38.86,38.86,38.86,37.01,30,9191,357162,
513228,PENNAR STEEL,B ,Q,130.95,133.35,127.25,129.95,129.95,129.05,2426,160436,20842510,
513250,JYOTI STRUCT,T ,Q,24.32,24.32,22.7,24.05,24.05,23.17,1557,2669984,64408361,
513252,JAY USHIN   ,X ,Q,741,754.95,720.05,740,740,725.6,23,253,186074,
513262,ST.STR.WHEEL,B ,Q,279.9,282,276.1,281.15,281.15,274.05,1152,44371,12399750,
513269,MAN IND.(I) ,B ,Q,337.55,340.6,326.85,338.7,338.7,335,2127,81692,27151549,
513303,MODERN STEEL,XT,Q,27.23,27.23,26.02,26.55,26.75,26.73,120,12860,341892,
513307,SYNTHIKO FOI,XT,Q,119,119,111.05,112,112,116.85,73,4378,496533,
513309,GOLKONDA    ,Z ,Q,17.98,18.01,17.25,18.01,18.01,17.16,72,28647,509906,
513337,GUJ.TOOLROOM,XT,Q,56.18,56.18,56.18,56.18,56.18,57.32,225,50073,2813101,
513349,AJMERA      ,B ,Q,515.4,523.5,505,510.3,506.5,506.35,2138,32738,16876650,
513353,COCHIN MIN. ,X ,Q,272,279,271.25,275.55,276,269.8,408,16558,4557192,
513361,ISW LTD     ,XT,Q,4.37,4.37,4.37,4.37,4.37,4.45,493,191906,838629,
513369,KVFORGE     ,X ,Q,70.89,71.99,68.41,71,71,69.13,123,32026,2231458,
513375,CARBORUNDUM ,A ,Q,1168.9,1176.25,1150.45,1163.9,1163.1,1154.8,500,3001,3493199,
513377,MINERAL&METL,A ,Q,68,68.91,66.75,67.26,67.26,67.5,2672,464508,31598098,
513397,VALLABH STEL,X ,Q,7.93,7.98,7.55,7.89,7.89,7.94,14,4205,32152,
513401,ASHIANA ISP.,X ,Q,32.53,38.38,29.1,35.64,35.64,32.53,641,146310,5169677,
513403,PM TELELINN ,X ,Q,6.95,6.95,6.75,6.75,6.75,6.16,30,5496,37309,
513418,SMFIL       ,X ,Q,5.23,5.25,5.09,5.13,5.19,5.23,159,76980,399600,
513422,BLOOM INDUST,XT,Q,32.99,34.7,31.4,34.7,34.7,33.05,44,8243,275197,
513430,MAITRI      ,XT,Q,33.5,33.5,33.5,33.5,33.5,33,2,69,2311,
513434,TATA METALIK,A ,Q,1074.85,1074.85,1056.35,1061.5,1060.8,1057.35,492,3359,3571722,
513436,SHAH ALLOYS ,B ,Q,92.28,94,85.95,87.29,86,90.47,471,48712,4285661,
513456,KANISHK ST. ,X ,Q,39.69,39.69,37.01,37.71,37.71,37.44,208,49143,1873497,
513460,MAHALAXMI SM,Z ,Q,11,11,9.96,11,11,10.48,35,4078,42892,
513472,SIMPLEX CAST,X ,Q,79.8,82.19,75.5,77.04,75.5,75.7,206,39827,3132510,
513488,SH.STEEL WIR,X ,Q,44.5,46.65,42.81,43.6,43.6,45.06,92,12613,567207,
513496,SIZEMASTER  ,XT,Q,93.72,93.72,93.72,93.72,93.72,91.89,2,125,11715,
513498,SOUTH.MAGNES,XT,Q,260.9,261.5,255.7,261.5,261.5,249.05,97,4253,1108975,
513502,BARODA EXTR.,X ,Q,3.44,3.46,3.3,3.35,3.36,3.35,447,460509,1563535,
513507,GUJ.CONTAIN.,P ,Q,160.15,160.6,160.15,160.6,160.6,160.05,3,500,80210,
513509,KALYANI FORG,T ,Q,452,457,440.05,456.5,456.5,452.5,36,940,426501,
513511,PANCH.STEEL ,X ,Q,152,153,149,149.35,149,152.8,57,5970,897313,
513513,ADITYA ISPAT,X ,Q,11.01,11.01,10.79,10.79,10.79,10.8,81,32225,351507,
513515,S.R.INDUS.  ,Z ,Q,1.76,1.76,1.61,1.65,1.65,1.68,18,14574,24941,
513517,STEELCAST   ,B ,Q,714.8,714.8,680.9,690.2,685,692.85,324,3265,2261048,
513519,PITTIENG    ,B ,Q,699.25,705,695.65,703,705,701.25,251,2674,1871130,
513528,GLITTEK GRAN,X ,Q,3.9,3.9,3.87,3.87,3.87,3.85,14,1778,6918,
513532,PRADEEP MET.,X ,Q,220,223.5,212.55,214.55,214,219.95,272,22190,4817797,
513536,GNRL        ,XT,Q,22.89,22.89,21,21.66,22,21.88,252,411177,8869687,
513548,SHARDA ISPAT,XT,Q,254.55,255.05,254.55,255.05,255.05,259.7,20,2403,612872,
513554,MAHA STEEL  ,B ,Q,113.5,113.5,107.1,108.03,108.03,109.02,137,2870,311324,
513566,NOVA IRON&ST,XT,Q,34.26,34.29,32,34.29,34.29,32.66,58,8380,285925,
513575,STERPOW     ,XT,Q,18.95,18.95,17.56,18.5,17.86,18.16,56,5128,94043,
513599,HIND.COPPER ,A ,Q,267.75,268.45,261.5,262.5,262.5,265.85,2840,186646,49500075,
513629,TULSYAN NEC ,XT,Q,105.45,108.15,104,104.85,107.6,105.5,61,7223,764856,
513642,AXEL POLYMER,XT,Q,61.22,61.22,59,61.22,61.22,58.31,68,7697,469947,
513683,NLCINDIA    ,A ,Q,237.95,238.45,231.35,232.55,232.55,236.85,2199,143514,33537204,
513687,SPECTRA IND.,XT,Q,6.35,6.35,6.05,6.28,6.3,6.05,13,3088,19326,
513693,KIC METALIKS,X ,Q,56.5,60,55.89,57.96,57.96,56.13,846,301260,17455943,
513699,SOLID STONE ,XT,Q,33.2,33.2,31.15,31.49,33.2,32.25,16,282,9348,
513709,SHILP GRAVUR,XT,Q,180.15,181,175.1,178.15,179.8,179.95,110,6066,1085882,
513713,WHITEORG    ,X ,Q,10.35,10.35,10.1,10.31,10.31,10.06,327,166545,1703096,
513721,MFSINTRCRP  ,Z ,Q,12.34,12.34,11.86,11.86,11.86,12.1,12,748,8871,
513729,ARO GRANITE ,T ,Q,61,62.24,60.9,62.06,62.06,59.28,93,19778,1226076,
514010,HIM.FIBRES  ,XT,Q,37.72,37.72,37.72,37.72,37.72,36.99,40,1238743,46725385,
514028,RAJKAMAL SYN,X ,Q,24.7,25,24.5,24.78,25,25,21,2791,69100,
514030,DEEPAK SPINN,X ,Q,318.8,320,301,306.75,306.75,308.8,776,35178,10905288,
514036,LOY.TEX MILL,B ,Q,697.75,699.9,682,690.5,690.5,684,36,117,80446,
514043,HIMAT.SEIDE ,B ,Q,174.6,174.6,168,169.8,169.8,171.6,983,41892,7209814,
514045,BSL LTD.    ,B ,Q,214.7,216.05,212.1,213.1,212.65,215.05,154,2034,437117,
514060,MARKOBENZ   ,ZP,Q,65.34,66,65.34,66,66,65.34,2,200,13134,
514087,PBM POLYTEX ,X ,Q,99,99,94,94.33,94.2,94.55,61,8034,761933,
514113,ADHINATH TEX,XT,Q,29.1,30.3,29.1,30.08,29.75,29.9,104,8541,254124,
514128,KONARK SYN. ,X ,Q,16.7,16.7,15.88,16.18,15.9,16.7,21,1312,21109,
514138,SURYALATA SP,XT,Q,489.9,499.8,463.9,468.3,468.3,488.3,200,5051,2427398,
514140,SURYAVA SPIN,X ,Q,30.95,30.95,28.03,28.56,29.79,29.91,53,7056,206652,
514142,TT LTD.     ,B ,Q,114.39,116.35,112.49,113.02,113.7,113.64,216,5095,585208,
514162,WELSPUNLIV  ,A ,Q,156.2,157.3,153.5,153.9,154.3,155.45,701,34507,5318882,
514165,IND.ACRYLICS,X ,Q,16.98,17.5,15.1,15.91,15.91,16.72,1602,831696,13635656,
514167,GANESH ECOSP,A ,Q,960.75,984.1,960.75,979.5,984.1,966.4,447,3524,3431097,
514171,CEETA IND.  ,XT,Q,31.3,33.5,31.26,33.4,33.4,32.88,17,2462,79628,
514175,VARDHMAN POL,T ,Q,59.7,59.7,58.3,58.52,59.39,59.69,32,7012,412933,
514183,BLACKROSE   ,X ,Q,152.55,152.55,150.55,151.35,151.15,150.5,518,25179,3813581,
514197,ST CORP     ,X ,Q,36.25,38.5,36.02,38.05,37.9,37.43,169,105503,3956485,
514223,RAMGOPAL POL,XT,Q,6.49,6.49,6.25,6.25,6.25,6.2,33,3722,23710,
514234,SANGAM INDIA,B ,Q,455,455.9,443.1,453.85,450.2,446.1,386,3053,1378790,
514238,MKVENTURES  ,X ,Q,1187,1187,1141.2,1151,1155,1139.2,78,2786,3218540,
514240,KUSHIND     ,X ,Q,8.49,8.91,8.07,8.21,8.21,8.49,66,15470,134937,
514248,SREECHEM RES,P ,Q,43.7,47.9,43.7,44.16,44.16,46,7,800,35641,
514264,SEASONS TEXT,X ,Q,16.25,17.3,16.01,17.19,17.15,16.49,41,8183,138448,
514266,ZENITH FIBRE,X ,Q,78.54,78.54,76.2,76.97,76.5,77,25,1522,117836,
514272,BHILWARA SP.,XT,Q,87.89,88.02,80,88.02,88.02,83.83,80,9783,835674,
514274,AARVEE DENIM,B ,Q,31.67,32.72,31.09,31.57,31.55,31.05,250,32264,1039676,
514280,SANRHEA TECH,XT,Q,101,107.9,100,101.95,101.5,103.35,22,2094,211418,
514286,ASHIMA LTD. ,B ,Q,22.64,22.88,20.91,21.51,21.4,22.14,1063,287285,6325626,
514300,PIONEER EMB ,T ,Q,56,57.68,54.85,55.11,55.11,55.4,41,8020,444492,
514302,VIPPY SPIN. ,XT,Q,163.5,172.9,163.5,166.2,166.2,170.5,10,372,61557,
514312,JAY HIND SYN,XT,Q,28,28,27.84,27.84,27.84,28.4,8,592,16545,
514316,RAGHUVIR SYN,X ,Q,126,126,124,125.2,125.85,124.95,56,10475,1303612,
514322,KAMADGIRI   ,X ,Q,94.85,94.85,86.85,89.85,89.85,91,72,11359,999287,
514324,OMNITEX IND.,XT,Q,128.7,128.7,128.7,128.7,128.7,131.3,1,1,128,
514326,PATSPIN INDI,XT,Q,12.3,12.3,11.71,12,12,12,90,56798,682387,
514330,ONEGLOBAL   ,X ,Q,43.65,43.65,42,43.49,43.5,42.91,38,5294,226136,
514332,NEOINFRA    ,X ,Q,16.6,16.6,16.6,16.6,16.6,15.88,13,168,2788,
514348,WINSOME YRN ,T ,Q,3.95,3.95,3.95,3.95,3.95,3.88,54,72474,286272,
514354,PREMIER POLY,T ,Q,152.95,153.25,151.1,153.25,153.25,153.45,33,4405,673116,
514358,EVERFIN     ,XT,Q,62,68.25,62,66.99,66.99,65,18,955,60683,
514360,KRRAIL      ,T ,Q,754,754,711.4,723.55,730,729.25,253,3744,2727069,
514378,YARN SYNDICA,X ,Q,29.5,30.89,27.75,30.75,30.89,28.59,152,29005,864556,
514386,GUJ COTEX   ,X ,Q,5.43,5.45,5.43,5.43,5.43,5.22,494,208924,1135001,
514400,GARWARE SYN.,XT,Q,16.51,17.33,16.51,17.33,17.33,16.51,30,9549,162835,
514402,ECOHOTELS   ,XT,Q,24.59,25.59,24.59,25.59,25.59,25.09,95,209849,5241985,
514418,MANORG      ,B ,Q,415,421.25,403.25,405.75,407.4,417.35,249,1972,806130,
514428,HINDU.ADHESI,X ,Q,321.05,325.6,321.05,323.1,323.9,323.6,67,1468,474965,
514442,SRI KPR IND ,X ,Q,24.75,24.75,22.9,23.9,24.2,23.97,200,48454,1135742,
514448,JYOTI RESINS,B ,Q,1520,1534,1502.05,1514.85,1514.85,1520,1570,13333,20214398,
514450,MAHA.RUBTECH,T ,Q,313,313,298,298,298,303.15,14,3202,954621,
514454,SOUTH.LATEX ,XT,Q,19.28,19.28,19.28,19.28,19.28,19.28,8,155,2988,
514470,WIMSOME TEXT,X ,Q,77.4,77.4,74.22,74.81,75,75.21,92,10741,807336,
515008,MOD.INSUL.  ,XT,Q,100.45,100.45,99,100,100,99,89,29113,2908100,
515018,REG.CERAMIC ,T ,Q,45.05,45.9,44.44,45,45,46.77,22,9813,436336,
515030,ASAHI IN.GLA,A ,Q,565.75,571.9,564.25,569.5,569.5,565.35,791,11923,6785033,
515037,MURD.CERAM  ,T ,Q,57.42,57.42,57.42,57.42,57.42,58.59,34,5238,300765,
515043,SAINT-GOBAIN,X ,Q,146,153.6,145.9,150.85,150.85,143.8,2788,389005,58444874,
515055,ANANTRAJ    ,A ,Q,323.85,332,321.5,327.2,327,318.7,1775,639353,209001322,
515059,MADHUS.IND. ,XT,Q,75.17,75.17,73.68,73.68,73.68,75.18,25,1289,95357,
515085,RESTILE CER.,X ,Q,5,5.1,4.78,5.1,5.1,4.86,101,44189,220485,
515093,MADHAV MARB.,T ,Q,75.7,78.84,75.42,75.42,75.42,79.38,85,8218,621236,
515127,RAMASIGNS   ,X ,Q,2.77,2.77,2.7,2.7,2.7,2.72,48,50583,138244,
515147,HALDYN GLASS,X ,Q,142.9,144,140.55,141.7,141.7,141.9,594,89717,12796015,
516003,DUROPLY     ,X ,Q,169.6,172.9,166.55,169.9,169.9,169.45,173,7750,1312060,
516016,SHREYANS IND,T ,Q,264.95,264.95,263.1,263.1,263.1,265,33,1905,502577,
516020,AGIO PAPER  ,X ,Q,4.22,4.22,4.21,4.21,4.21,4.22,16,3389,14272,
516022,STAR PAPER  ,B ,Q,234.1,235,232.1,232.85,233,233.95,502,6956,1626356,
516030,PAKKA       ,B ,Q,243.9,245,233.8,236.05,236.05,239.25,1491,33076,7925444,
516062,NAT.PLYWOOD ,Z ,Q,5.83,6.24,5.83,6.24,6.24,5.95,3,401,2501,
516064,ARROWGREEN  ,B ,Q,432.05,439.8,423.3,426.6,431,431.95,912,10035,4306765,
516072,VISHNU CHEM ,B ,Q,337.95,337.95,328,335.1,335.45,328.8,552,7443,2473667,
516078,JUMBO BAG   ,X ,Q,37,39.98,37,38.44,38.85,39.06,72,5763,222134,
516082,N.R.AGARWAL ,B ,Q,440.5,477.4,430.95,472.15,474.8,436.1,1285,12895,5946099,
516092,3PLAND      ,B ,Q,34.79,34.95,33,34.01,34.01,34.1,692,48857,1676999,
516096,SANGAL PAPER,XT,Q,180,180,176.5,177.65,177.5,184.95,7,215,38078,
516098,VENTURA TEXL,XT,Q,20.68,20.68,20.68,20.68,20.68,21.1,45,3267,67561,
516106,SH.KARTHIK P,X ,Q,13.75,13.75,12.81,12.9,12.9,13.48,127,33233,438637,
516108,S.I.PAPER   ,X ,Q,92.45,93.4,91.11,92.4,92.4,92.43,99,9777,902975,
516110,FAMILYCARE  ,X ,Q,8.88,8.99,8.78,8.85,8.85,8.75,830,723217,6437705,
517015,VINDHYA TELE,B ,Q,2375.05,2412.5,2346.6,2355.15,2361.35,2355.85,288,1065,2534599,
517035,RIR         ,X ,Q,884,887.5,845,850.65,850.65,845.25,792,18581,16154097,
517041,ADORWELDING ,B ,Q,1565.55,1598,1562.6,1564.95,1563.5,1545.45,260,1767,2785601,
517044,INT.DATA MAN,XT,Q,16.32,16.79,15.2,16.71,16.79,16,24,1560,25942,
517059,SALZER ELEC ,B ,Q,444.9,453.55,439.8,441.25,440.9,438.1,578,8562,3824016,
517063,JETINFOTRAN ,X ,Q,70.05,70.05,64.6,67.15,67.05,68.4,85,18741,1262544,
517096,APLAB LTD.  ,XT,Q,96.5,96.5,91.5,93.02,93.02,94.83,44,3345,311914,
517119,PCS TECH    ,XT,Q,20.7,21.5,20.41,21.02,21.01,21.1,87,4091,86346,
517146,USHA MART.LT,A ,Q,322.3,326.35,317.55,320.4,320.1,321.9,1762,44074,14163719,
517166,SPEL SEMICON,XT,Q,77.51,79.39,77.51,78.82,78.98,78.32,1085,73978,5807396,
517168,SUBROS LTD. ,B ,Q,671.7,676.3,658.55,660.3,663.2,672.25,785,8095,5402922,
517170,EDVENSWA    ,XT,Q,60.5,60.5,60.14,60.14,60.14,61.36,61,19388,1169736,
517174,HONEYWELL   ,A ,Q,37298.85,37298.85,36660,36735.75,36747.5,36823.35,30,37,1362723,
517201,SWITCH.TECH.,XT,Q,69.36,69.36,69.36,69.36,69.36,68,5,133,9224,
517206,LUMAX IND   ,B ,Q,2586.2,2612,2411.75,2572.3,2550,2466.35,420,1803,4591598,
517214,DIGISPICE   ,B ,Q,33,33,31.1,31.44,31.59,31.97,352,56580,1795683,
517236,CALCOM VISIO,XT,Q,161,170.1,161,165.8,167.5,162,140,12683,2139591,
517238,DYNAVISION  ,XT,Q,220.8,228,220,220.95,220,220.8,17,450,99967,
517246,BCC FUBA    ,XT,Q,62,63.54,62,63.3,63.3,62.3,26,15609,986613,
517258,PRECISION EL,XT,Q,59.53,59.53,55,57.71,56,56.7,60,6526,386682,
517264,FINELINE CI ,XT,Q,59.55,61.97,59.55,61.97,61.97,60.76,15,2094,125184,
517271,HBL P SYS   ,A ,Q,460,469.9,455,460.85,460.85,458.6,7043,274027,126751351,
517273,S&S POWER SW,T ,Q,171.9,172,171.9,172,172,175.4,13,1685,289661,
517288,GUJARATPOLY ,XT,Q,85.7,87.4,80.11,86.41,86.5,83.73,225,39104,3314009,
517300,GUJ.IND.POW.,B ,Q,185.15,186.6,182.25,183.6,183.8,185.25,823,36083,6644557,
517334,MOTHERSON   ,A ,Q,110.45,110.8,107.05,107.35,107.35,109.85,8496,1220875,132071531,
517344,MINDTECK (I),B ,Q,229.25,264.5,229.25,251.3,251.3,233.3,4069,104516,26585223,
517354,HAVELLSINDIA,A ,Q,1440,1444,1420.4,1431.75,1433.4,1429.8,1353,11639,16671006,
517356,ACI INFOCOM ,XT,Q,1.81,1.81,1.81,1.81,1.81,1.84,544,200996,363802,
517360,SBEC SYSTEMS,XT,Q,24.99,25,23.38,24.6,24.6,24.5,21,863,21001,
517370,INCAP LTD.  ,XT,Q,56,57.06,53.01,57.02,57.06,54.35,45,3981,221824,
517372,GUJ.INTRUX  ,XT,Q,334.5,347.5,334.5,337.8,346,344,51,1369,463305,
517380,IGARSHI MOT ,B ,Q,569.75,569.75,554,558.2,556.05,561.35,681,9430,5308921,
517385,SYMPHONY    ,A ,Q,939.95,953.05,929.45,931.5,939.8,934.35,1316,17154,16091285,
517393,VINTRON INF.,XT,Q,18.51,18.51,18.51,18.51,18.51,18.15,31,34830,644703,
517397,PAN ELECTR. ,XT,Q,33.34,33.34,33.32,33.32,33.32,33.35,4,118,3933,
517399,VXL INSTRUM.,XT,Q,6.6,6.6,6.36,6.36,6.36,6.55,30,18804,120586,
517411,SHYAM TELEC.,B ,Q,10.45,10.45,9.05,9.05,9.05,10,10,3395,34239,
517415,LEE&NEE SOFT,XT,Q,12.06,12.6,12.06,12.6,12.6,12,563,175972,2182137,
517417,PATEL AIRTEM,X ,Q,445,445,424.5,427.95,427.95,440.4,211,13597,5863773,
517421,BFLYGANDHI  ,B ,Q,1084.95,1084.95,1041.95,1046.45,1080,1059.8,240,913,960526,
517423,INTEG.SWITCH,XT,Q,34.39,34.39,34.39,34.39,34.39,33.72,3,55,1891,
517429,ATHENAGLO   ,XT,Q,92,92,92,92,92,92,1,10,920,
517437,DUTRON POLY.,XT,Q,155.3,164,155.3,156.15,156.15,163.45,8,357,56989,
517447,R.S.SOFTWARE,B ,Q,65.46,65.95,62.45,64,65.9,64.18,347,14969,957374,
517449,MAGNA ELECTR,X ,Q,484,498.4,480.65,484.05,485,481.2,93,5128,2490726,
517467,MARSONS     ,Z ,Q,12.15,12.15,11.01,12.14,12.15,11.58,1327,1233696,14769685,
517477,ELNET TECH. ,X ,Q,337.5,350,337,340.95,340.95,333.7,207,12326,4269656,
517494,ACCEL       ,X ,Q,30,32.2,29.57,30.35,30.35,29.57,666,199699,6184715,
517498,WEBELSOLAR  ,B ,Q,285.65,293,281.1,284.05,286,284.3,2958,85847,24737002,
517500,ROTO PUMPS  ,B ,Q,417.1,417.1,407.25,409.55,407.75,406,219,2630,1076019,
517506,TTK PRESTIGE,A ,Q,769.85,774,762.85,768.95,768.95,765.1,294,2514,1929679,
517514,DHINDIA     ,X ,Q,91.25,93.5,87.12,88.37,88.37,88.49,336,34067,3094535,
517522,RAJ GLO WIR ,A ,Q,776.95,778.95,769.4,773.7,771.5,771.45,280,1954,1510431,
517530,SURANATP    ,T ,Q,16,16.5,16,16.21,16.25,16.17,235,57889,935829,
517536,ONWARD TECHN,B ,Q,640.05,649.5,631,635.75,635.75,640.5,1131,15500,9924706,
517544,CENTUM ELEC ,B ,Q,1489.2,1492,1463,1485.25,1478.2,1472.95,394,2492,3690662,
517546,ALFA TRANSFO,XT,Q,90.41,90.41,90.41,90.41,90.41,88.64,80,23288,2105468,
517548,STARLITE COM,Z ,Q,2.96,2.96,2.91,2.96,2.96,2.82,52,45705,135269,
517554,NHCFOODS    ,X ,Q,46,46.5,44.51,45.16,45.63,45.48,177,52427,2389111,
517556,PVP VENT LTD,T ,Q,15.8,16.15,15.3,15.75,15.75,15.82,143,113998,1784495,
517562,TRIGYN TECH ,B ,Q,144.55,162,144.55,153.25,153.25,141.65,3132,181207,28022936,
517569,KEI INDUST. ,A ,Q,3030.1,3031,2956,2987.2,2987.2,2981.95,3867,33075,99347970,
518011,KEERTHI     ,XT,Q,137.85,137.85,130.5,136.9,136.9,135.55,13,391,52870,
518017,BHEEMA CEM  ,XT,Q,22.7,22.7,22.7,22.7,22.7,22.26,27,10091,229065,
518075,SURAJ PRODUC,Z ,Q,400,400,380,381.55,380,400,299,13616,5247200,
518091,ANJANI PORTL,B ,Q,215.95,216,211.75,213.7,215.15,213.8,274,4000,854187,
519003,MODINATURAL ,X ,Q,259.95,259.95,252.55,252.95,252.95,254.25,81,4339,1104173,
519014,PRASANT IND.,XT,Q,10.26,10.8,10.26,10.26,10.26,10.8,12,1145,11778,
519031,SHAH FOOD(P),XT,Q,171.95,171.95,171.95,171.95,171.95,168.6,4,52,8941,
519064,KHANDEL. EXT,XT,Q,75.27,75.27,68.31,70.5,70.5,71.7,6,29,2002,
519091,TASTY BITE  ,B ,Q,13803.85,14189.75,13803.85,13964.9,13939.15,13862.65,119,221,3084247,
519097,RITESH INTER,XT,Q,31.09,32,30.15,31.88,31.88,31.09,108,10585,334369,
519105,AVT NATURAL ,B ,Q,96.25,98.49,94.85,95.27,95.5,95.47,825,83942,8123225,
519126,HIND.FOODS  ,A ,Q,540.05,550,540.05,548.1,548.1,540.95,276,2510,1373017,
519136,NAHAR INDUST,B ,Q,137.75,137.75,132.05,134.85,132.05,137.2,555,22199,2986190,
519152,VADILAL ENT ,XT,Q,3400,3400,3400,3400,3400,3400,1,3,10200,
519156,VADILAL IND ,B ,Q,2550.05,2633.35,2550.05,2586.65,2577,2577.1,245,857,2222285,
519174,ASHIANA AGRO,XT,Q,12.6,12.7,12.6,12.7,12.7,12.1,82,14407,182851,
519183,ADF FOODS LT,B ,Q,202.65,202.65,199.55,200.7,200.9,200.35,565,13401,2687486,
519191,RGRL        ,XT,Q,15.1,15.1,13.82,14.95,15.1,14.39,482,425864,6364233,
519214,WILLIAM.FIN.,X ,Q,7,7,6.7,7,7,7,11,2077,14389,
519216,AJANTA SOYA ,X ,Q,33.85,34,32.5,32.93,32.8,33.51,607,145438,4806988,
519224,WILLIAM.MAGO,T ,Q,36,36.48,35.11,36.48,36.48,35.8,6,436,15441,
519234,SIEL        ,XT,Q,48.7,48.7,44.5,46.43,46.4,46.45,31,1188,54477,
519238,SAPTARISHI A,XT,Q,32,32,30.4,30.68,30.5,32,50,5058,156874,
519242,SARDA PROT. ,XT,Q,58.6,58.6,58.6,58.6,58.6,55.81,7,1808,105948,
519262,PRIMA AGRO L,XT,Q,29.75,30.25,28.25,29.66,30,28.81,24,2733,80845,
519279,MADHUR IND  ,XT,Q,5.47,5.47,5.2,5.2,5.2,5.47,8,2065,10777,
519285,TARAI FOODS ,Z ,Q,14.69,14.69,14.69,14.69,14.69,14.41,22,10072,147957,
519287,MODERN DAIRI,XT,Q,29.89,30.8,29.26,30.65,30.65,29.49,235,64625,1959068,
519295,BAMBINO AGRO,X ,Q,413.55,421.95,413.2,420.3,421.9,418.4,119,4228,1769176,
519299,PRIME INDS. ,Z ,Q,194.8,194.8,185.5,189.65,191,190.05,72,7443,1410845,
519331,VSF PROJ    ,X ,Q,56.8,56.8,56,56.8,56.8,57,10,3542,199224,
519359,POONA DAL   ,X ,Q,64.99,65.9,63.05,64.57,63.6,65.21,71,4989,322393,
519367,TRANSGL.FOOD,XT,Q,130.5,130.55,129.5,130.55,130.55,128,31,1195,155958,
519383,ANIK INDS   ,T ,Q,51.45,51.45,50.21,50.25,50.25,50.24,28,2135,107846,
519397,SHARAT INDUS,XT,Q,69.9,70,66,67.29,67,67.66,226,83207,5770322,
519421,KSE LIMITED ,XT,Q,1720,1829.95,1711,1829.95,1829.95,1742.85,67,3824,6732062,
519455,NARBADA     ,X ,Q,48.5,48.5,45.7,46.65,47.99,47,83,8193,380698,
519457,VIRAT CRANE ,X ,Q,61.53,61.58,56.65,57.95,58.3,59.69,283,62819,3743321,
519463,IB INFOTECH ,XT,Q,136.5,139.7,133.95,133.95,133.95,134.4,14,288,39042,
519471,AMBARPIL    ,XT,Q,176.3,184.95,176.3,181.45,181.45,179.4,47,1094,195729,
519475,CHORDIA FOOD,X ,Q,105.95,105.95,105.85,105.85,105.85,101.1,2,64,6779,
519477,CIANAGRO    ,X ,Q,37,40.54,36.98,37.98,37.98,37,45,3639,137882,
519483,TAI INDUST. ,XT,Q,49.45,49.45,47.18,48.09,48.1,48.45,29,3314,159246,
519494,N K INDUST. ,T ,Q,58.47,58.47,58.47,58.47,58.47,57.33,4,1000,58470,
519500,BKV INDUSTRS,XT,Q,11.5,12.28,11.12,12.03,12.28,11.7,152,17017,202318,
519506,NCC BLUE WAT,P ,Q,9.13,9.13,9.13,9.13,9.13,9.13,4,400,3652,
519528,NORBEN TEA  ,T ,Q,15.01,15.01,15.01,15.01,15.01,14.3,6,1200,18012,
519532,ASIAN TEA   ,X ,Q,18.02,18.5,17.01,17.39,17.39,18.02,313,64661,1149566,
519552,HERITGFOOD  ,B ,Q,311.85,311.85,306,308,308,309.15,1613,99968,30911365,
519566,SIMRAN FARMS,XT,Q,196,203.7,188.35,201.4,201.4,195.45,200,7411,1451451,
519574,HIND.AGRIGEN,XT,Q,43.4,45.24,43,44.99,44.99,43.4,35,2516,110596,
519600,CCL PRODUCTS,A ,Q,640.45,643.85,635.05,642.7,642,641.2,675,7742,4952362,
519602,KELLTONTEC  ,B ,Q,104.95,111.6,104.95,105.85,105.85,104.55,6400,710583,76832122,
519604,SURYO FOODS ,XT,Q,16.1,16.1,16,16,16,15.34,21,634,10160,
519606,INTEG.PROEIN,XT,Q,15.05,15.06,15.05,15.06,15.06,15.03,4,1160,17468,
519612,MAHAAN FOODS,X ,Q,41.85,43.75,39.51,42.57,42.9,41.86,69,4781,200585,
520008,RICO AUTO   ,B ,Q,97.34,97.34,94.45,94.84,94.7,96.54,887,103799,9902337,
520021,OMAX AUTOS. ,B ,Q,75.4,78.85,75.4,77.33,77.84,77.7,262,9039,697384,
520043,MUNJAL SHOWA,B ,Q,170.85,171,164.65,165.35,165.8,169.5,576,21477,3604092,
520051,JAMNA AUTO  ,A ,Q,114.2,117.1,113.3,113.85,113.85,113.3,6194,647544,74614058,
520056,TVSHLTD     ,A ,Q,8648.35,8648.35,8144.45,8159.9,8145.05,8134.75,572,1322,10935650,
520057,JTEKTINDIA  ,B ,Q,172.25,172.3,168.15,169.05,169.05,171.75,1105,67043,11372636,
520059,MUNAUTO     ,B ,Q,104.05,106.66,104,104.98,104.63,104.86,2053,121986,12802098,
520066,JAYBH.MARUTI,B ,Q,127.15,133.45,127.15,128.95,128.95,128.65,595,22252,2913577,
520073,RACLGEAR    ,B ,Q,1192,1199.9,1184.9,1191.15,1191.15,1189.55,660,7357,8758032,
520075,SAMKRG PIST.,X ,Q,156,156,152,154.55,153.1,153.55,97,6877,1055533,
