SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
543317,GRINFRA     ,A ,Q,1128.65,1135.8,1126.55,1128.95,1130.3,1129.15,473,3870,4371623,
543318,CLEAN       ,A ,Q,1549.95,1552.1,1516.65,1524.1,1521.35,1528.3,802,6300,9663027,
543319,AAPLUSTRAD  ,M ,Q,8.75,8.75,8.55,8.55,8.55,8.75,4,32000,276000,
543320,ZOMATO      ,A ,Q,140.05,141.55,136.95,139.6,139.6,138.25,14659,2150226,299582414,
543321,TATVA       ,B ,Q,1533.95,1533.95,1491.05,1496.1,1496.1,1514,907,6189,9314527,
543322,GLS         ,A ,Q,746.15,748.95,734.9,739.65,738.4,745,501,5176,3856095,
543323,BFSI        ,B ,Q,21.61,21.71,21.48,21.63,21.57,21.61,232,22967,496728,
543324,GCSL        ,M ,Q,380,413.75,380,402.15,402,376.15,299,231255,93067238,
543325,ROLEXRINGS  ,A ,Q,2484.55,2502.5,2466.85,2488.55,2492,2464.8,202,415,1031321,
543326,FMCGIETF    ,B ,Q,583.9,584.9,579.65,583.62,583.04,582.42,106,1433,833090,
543327,EXXARO      ,B ,Q,123.4,123.4,118.8,119.7,119.7,121.1,450,35425,4305584,
543328,KRSNAA      ,B ,Q,713.75,720,701.95,709.1,708.9,715.9,1015,14702,10424099,
543329,WINDLAS     ,B ,Q,484.6,488.3,478.3,483.7,480,481.55,391,4477,2165125,
543330,DEVYANI     ,A ,Q,187.1,188,185.5,185.75,185.75,186.55,2421,129852,24207540,
543331,MOL         ,A ,Q,86.96,87.51,85.36,85.53,85.46,86.65,768,106898,9244525,
543332,EPIGRAL     ,A ,Q,1030.55,1048,1024.6,1025.9,1025,1030.55,708,4440,4587895,
543333,CARTRADE    ,A ,Q,706.25,706.25,695.3,698.6,698.55,698.4,433,4644,3243640,
543334,NUVOCO      ,A ,Q,352.1,355,346.4,349.6,349.6,351.55,1764,35308,12416763,
543335,APTUS       ,A ,Q,345.1,346.9,339.9,345.75,345.2,343.9,1543,30187,10370587,
543336,CHEMPLASTS  ,A ,Q,492.2,505.35,491.05,498.6,498.6,496.9,668,7972,3967470,
543341,SHARPLINE   ,X ,Q,10.05,10.76,10.05,10.38,10.3,10.4,190,63570,655736,
543346,AASHKA      ,M ,Q,74.76,74.76,74.76,74.76,74.76,71.2,34,42000,3139920,
543347,AXISTECETF  ,B ,Q,369.64,382.8,369.64,381.84,381.84,365.66,151,5482,2080792,
543348,AXISHETF    ,B ,Q,111.01,127,110,113.86,119.99,111.5,20,295,32754,
543349,AMIORG      ,A ,Q,1165.2,1168.15,1146,1156.95,1156.95,1160.8,1500,14693,17005756,
543350,VIJAYA      ,A ,Q,683.9,684.9,666.55,670.7,668.9,681.6,575,3583,2415078,
543351,NBL         ,MS,Q,134.97,134.97,134.97,134.97,134.97,128.55,3,4800,647856,
543357,AXISCETF    ,B ,Q,97.33,97.8,97.33,97.8,97.8,97.08,4,83,8088,
543358,SANSERA     ,A ,Q,1041.2,1052.1,1032.4,1037.7,1036.6,1041.15,694,5396,5627931,
543363,PREVEST     ,M ,Q,441.45,450,439.8,444.6,449.95,449.1,29,12000,5343480,
543364,MARKOLINES  ,M ,Q,136.5,136.5,132.8,134.05,134,133.35,23,18400,2472240,
543365,MASPTOP50   ,B ,Q,35.48,35.48,35,35.23,35.16,35.26,98,7062,248079,
543366,SBLI        ,M ,Q,30.13,30.13,29.06,29.06,29.06,28.7,2,2400,71028,
543367,PARAS       ,A ,Q,780,783.85,767.45,769.5,769.5,774.55,2383,40428,31283355,
543373,SVRL        ,M ,Q,99.8,100,97.75,99.75,100,98.15,14,20000,1986450,
543374,ABSLAMC     ,A ,Q,479.5,500.5,479.5,498.45,498.45,477.7,1401,22903,11271575,
543375,PROMAX      ,M ,Q,62.4,62.4,55.55,55.55,55.55,58,2,10000,589750,
543376,SAMOR       ,T ,Q,124.6,124.6,124.6,124.6,124.6,118.67,13,490,61054,
543377,ADISHAKTI   ,M ,Q,14.4,15.8,14.4,15.1,15.8,16,5,50000,734000,
543378,CWD         ,MS,Q,933,940,903,904.35,903,932.45,17,1700,1578530,
543383,ICICICONSU  ,B ,Q,97.59,97.95,97.27,97.95,97.95,97.64,19,948,92475,
543384,NYKAA       ,A ,Q,192.95,194.55,186.35,187.6,187.6,193.7,22552,29238399,5525083645,
543386,FINOPB      ,B ,Q,298,303.95,292,302.85,299.35,294.6,689,15385,4620453,
543387,SJS         ,B ,Q,577.15,592,575.55,589.55,590,579.35,1208,17166,10038966,
543388,DSPNEWETF   ,B ,Q,273.4,275.7,273.3,274.78,274.78,274,65,547,150033,
543389,SIGACHI     ,B ,Q,68.43,68.66,65.59,66.04,66.04,68.31,3551,420384,28108410,
543390,POLICYBZR   ,A ,Q,825,856.85,825,850.95,852,833.35,1255,21253,17837159,
543391,SGFRL       ,MT,Q,93.79,93.79,93.79,93.79,93.79,89.33,3,4500,422055,
543396,PAYTM       ,A ,Q,686.35,695.95,684.45,692.2,692.2,684.45,3874,116491,80457306,
543397,SAPPHIRE    ,A ,Q,1390.05,1453.7,1390.05,1445.05,1444.45,1415.9,398,2747,3920088,
543398,LATENTVIEW  ,A ,Q,465,477.75,463.25,465.4,465.4,460.95,1958,60229,28344891,
543399,TARSONS     ,B ,Q,508.05,514.5,508.05,509.35,511.65,507.9,1015,10435,5329821,
543400,OMNIPOTENT  ,MT,Q,10,10.4,10,10.4,10.4,9.92,4,8000,82320,
543401,GOCOLORS    ,A ,Q,1194.25,1194.25,1162.8,1167.45,1169.4,1172.6,187,813,950193,
543410,DMR         ,M ,Q,131,131.9,129.8,130,130,125.65,10,15000,1956900,
543411,HITECH      ,B ,Q,152.2,153.3,144.5,146.85,146.85,149.3,1686,104415,15701155,
543412,STARHEALTH  ,A ,Q,557.15,560.5,553.1,555.3,556,556.1,1715,39163,21743452,
543413,TEGA        ,A ,Q,1136.25,1172.95,1136.25,1164.05,1160,1152.2,376,2569,2977249,
543414,MAHKTECH    ,B ,Q,12.9,12.95,12.83,12.92,12.92,12.9,1129,255551,3299181,
543415,ANANDRATHI  ,A ,Q,2837.85,2844,2799.85,2815.65,2818.5,2789.75,1241,6307,17789582,
543416,ZODIAC      ,T ,Q,322.7,324.2,322.7,324.2,324.2,308.8,507,20613,6679662,
543417,RATEGAIN    ,A ,Q,730,742.95,724.9,730.75,730.75,724,1885,26804,19655111,
543419,SHRIRAMPPS  ,B ,Q,133.7,138.5,133,134,134,132.7,2802,342817,46521909,
543420,JETFREIGHT  ,B ,Q,15.49,15.49,14.5,14.74,14.74,15.24,652,108233,1619770,
543425,MAPMYINDIA  ,A ,Q,2040,2047.1,2010.05,2020.35,2020,2020,2126,16286,33015012,
543426,METROBRAND  ,A ,Q,1278.85,1290.9,1254.3,1264.2,1271.65,1253.75,711,6832,8688028,
543427,MEDPLUS     ,A ,Q,743,746.4,738.45,741.45,740,743,514,4084,3026447,
543428,DATAPATTNS  ,A ,Q,1975.2,2000,1967,1982,1982,1974.1,1971,19246,38166435,
543433,HPAL        ,B ,Q,100.95,100.95,98.5,99.05,99.05,98.6,725,46003,4566304,
543434,SUPRIYA     ,B ,Q,308.85,322.5,307.85,313.6,313.6,306.15,2283,84567,26719870,
543435,CLARA       ,M ,Q,206,206,200,200,200,200,12,9960,2002333,
543437,MONQ50      ,B ,Q,57.07,57.24,56.58,57.23,57.23,56.78,27,1449,82366,
543438,DSPQ50ETF   ,B ,Q,208.9,210.3,208.9,210.3,210.3,208.41,5,8,1680,
543439,BRANDBUCKT  ,M ,Q,44.9,45.4,42.11,44,43.6,43.38,72,186000,8234080,
543440,DSPN50ETF   ,B ,Q,221,223.97,221,223.97,223.97,220.46,49,1116,248229,
543441,CMSINFO     ,A ,Q,369.35,379.35,363.95,367.55,367.55,367.6,1739,49674,18474292,
543442,BCONCEPTS   ,T ,Q,765.05,776.2,765.05,776.2,776.2,761,31,2204,1704813,
543444,FABINO      ,M ,Q,27.8,27.8,27.8,27.8,27.8,27.8,1,3000,83400,
543449,WEL         ,B ,Q,349.95,354,345.1,345.1,345.1,339.95,53,298,104640,
543450,AUTOIETF    ,B ,Q,191.13,191.13,188.9,189.45,189.6,190.82,125,2944,557947,
543451,AGSTRA      ,B ,Q,119.08,124.6,115.75,118.21,118.21,118.75,4004,230653,27679910,
543452,SILVERIETF  ,E ,Q,73,73,72.72,72.97,72.86,72.9,70,13179,960794,
543453,ALKOSIGN    ,MT,Q,210.35,214,200.75,201.8,200.75,211,26,39000,8033775,
543454,MAKEINDIA   ,B ,Q,111.96,112.45,111.96,112.36,112.36,111.95,9,117,13144,
543458,AWL         ,A ,Q,370.15,371.35,367,367.6,367.6,369.1,2592,78623,28977871,
543460,QRIL        ,M ,Q,74,79,73,79,79,72.5,3,6000,452000,
543461,SSTL        ,M ,Q,15.65,15.67,15.65,15.67,15.67,14.25,6,60000,939500,
543462,DEVIT       ,T ,Q,149.4,155.25,145.05,155.25,155.25,147.9,44,7703,1185476,
543463,MANYAVAR    ,A ,Q,1234.85,1235.95,1195.25,1200.3,1200.3,1229.55,2382,19644,23727376,
543464,SPITZE      ,M ,Q,117.6,117.69,112,112,112,114.99,6,12000,1382580,
543465,MOMOMENTUM  ,B ,Q,55.98,56.26,55.9,56.26,56.26,56.09,5,1263,71035,
543470,SOFTTECH    ,T ,Q,270,279,270,274.75,279,267,36,4803,1315222,
543471,SILVER      ,E ,Q,72.95,73.24,72.6,72.91,72.99,73.06,451,16924,1233584,
543472,TECH        ,B ,Q,36.66,37.7,36.66,37.62,37.63,35.95,432,36624,1364230,
543473,HEALTHY     ,B ,Q,11.12,11.19,11.07,11.13,11.13,11.12,98,28784,321568,
543474,BSLNIFTY    ,B ,Q,24.63,24.98,24.6,24.85,24.85,24.63,361,25519,632507,
543475,EKENNIS     ,M ,Q,97.49,98,91.5,92.48,92.95,86.51,11,10400,975104,
543480,GSEC5IETF   ,F ,Q,55,55,55,55,55,54.68,1,1,55,
543481,MIDCAPETF   ,B ,Q,17.97,17.97,17.61,17.67,17.7,17.69,3087,120757,2135971,
543482,EUREKAFORBE ,A ,Q,510,515,489.2,491.1,491.1,499.2,2022,122771,60989359,
543489,GATEWAY     ,A ,Q,119.6,119.6,115.7,116.2,116,118.65,814,49632,5845035,
543490,GMRP&UI     ,B ,Q,54.24,54.95,53.35,53.48,53.35,53.32,1490,7149116,384268845,
543497,BCCL        ,M ,Q,55.99,56.4,54,54,54,56.29,13,20800,1149280,
543498,MSUMI       ,A ,Q,64.04,64.2,62.73,63.08,63.08,63.62,6763,743732,47030579,
543500,EVOQ        ,M ,Q,15.52,16.5,14.66,15.48,15.5,16.9,747,3568000,55751120,
543501,MOLOWVOL    ,B ,Q,32.79,32.99,32.79,32.99,32.99,32.72,3,3,98,
543512,AVROIND     ,B ,Q,126.55,134.15,126.55,132,132,129.05,285,8813,1158293,
543513,UMAEXPORTS  ,B ,Q,56.5,59.3,56.5,56.79,56.79,57.18,541,23985,1385767,
543514,VERANDA     ,B ,Q,318.25,324.65,312.75,317.45,318.85,315.65,2596,65328,20844210,
543515,SEML        ,M ,Q,122,130,119,119.85,120,120.5,117,118000,14626600,
543516,DHYAANI     ,M ,Q,27.4,27.4,27.4,27.4,27.4,26.1,9,28000,767200,
543517,HARIOMPIPE  ,B ,Q,620,623,617.5,619.4,622,619.55,879,7721,4785708,
543520,GLHRL       ,M ,Q,53.08,53.08,51.55,52.34,51.55,56,5,5000,261700,
543521,FONE4       ,MT,Q,6.85,6.85,6.82,6.82,6.82,7,2,20000,136700,
543523,CAMPUS      ,A ,Q,288.65,290.85,285.8,286.3,286.3,288.1,2792,75741,21839047,
543524,RAINBOW     ,A ,Q,1308.95,1309.65,1270.6,1280.85,1285.25,1293.1,1028,4999,6432534,
543525,SILVERTUC   ,B ,Q,692.6,694,689.7,694,694,677,67,109,75225,
543526,LICI        ,A ,Q,830.5,837.95,826.55,829.35,829.35,834,7013,181538,150798852,
543527,PRUDENT     ,B ,Q,1270,1297.65,1248.95,1283.2,1285,1265.75,248,1478,1889603,
543528,VENUSPIPES  ,A ,Q,1388.6,1412.4,1382.05,1390.2,1389.5,1390.45,1077,7767,10817128,
543529,DELHIVERY   ,A ,Q,412.5,415.1,407.35,409.9,409.9,412.05,1622,48243,19868506,
543530,PARADEEP    ,A ,Q,79.13,80.29,77.99,78.29,78.29,78.8,3800,681661,53847168,
543531,TIERRA      ,X ,Q,94.19,94.49,90.04,93.32,93.32,92.75,98,2793,261263,
543532,ETHOSLTD    ,B ,Q,2311.05,2410,2311.05,2401.2,2397,2346.2,813,3177,7507660,
543533,EMUDHRA     ,B ,Q,440.45,507.2,440.45,467.05,467.05,434.9,4723,465098,219200747,
543534,AETHER      ,A ,Q,889.5,892.6,885,886.45,886.5,888.75,234,3412,3030765,
543535,WEWIN       ,T ,Q,74.26,74.26,72.78,72.78,72.78,74.26,10,473,34516,
543536,SILVERPRL   ,M ,Q,11.22,11.22,10.55,10.55,10.55,11,2,16000,174160,
543537,SCARNOSE    ,M ,Q,131,131,131,131,131,128,1,2000,262000,
543538,GOEL        ,M ,Q,145,145,145,145,145,142,1,800,116000,
543539,MODIS       ,M ,Q,220,222,218,220.65,220.65,219.1,63,80000,17593040,
543540,PGCRL       ,M ,Q,304.9,304.9,270.15,280,280,280,9,5400,1551060,
543541,SAILANI     ,M ,Q,33,38.46,33,38.46,38.46,32.05,31,49600,1831632,
543542,KESAR       ,MT,Q,1072,1072,1050,1050,1050,1073,3,1200,1277200,
543544,JAYANT      ,M ,Q,333.65,333.65,305,333.65,333.65,317.8,196,216750,71839987,
543545,VEERKRUPA   ,MT,Q,1.66,1.82,1.66,1.82,1.82,1.74,80,1469600,2487966,
543546,HEALTHYLIFE ,M ,Q,5.29,5.35,5.17,5.29,5.29,5.06,7,70000,368100,
543547,DDEVPLASTIK ,B ,Q,227.9,232,216.1,222.75,222.75,224.75,2125,218799,48861428,
543563,MOHEALTH    ,B ,Q,32.91,33.04,32.8,32.98,32.98,33.03,46,1617,53272,
543568,MOM30IETF   ,B ,Q,28.22,28.35,27.81,28.22,28.35,28.16,96,21142,593224,
543569,HDFCNIF100  ,B ,Q,22.31,22.45,22.27,22.42,22.43,22.13,21,2164,48474,
543570,HDFCNEXT50  ,B ,Q,55.1,55.21,55,55.21,55.21,54.74,9,148,8160,
543571,INFRAIETF   ,B ,Q,76.83,77.34,76.3,77.34,77.34,76.69,69,3835,294450,
543572,DSPSILVETF  ,E ,Q,70.6,70.6,70.6,70.6,70.6,70.31,1,14,988,
543573,SYRMA       ,A ,Q,618,622.65,611.1,613.5,614.5,617.85,1574,23016,14212504,
543574,NIFTYQLITY  ,B ,Q,18.65,18.94,18.31,18.83,18.72,18.59,408,29250,546281,
543575,MOMENTUM    ,B ,Q,28,28.12,27.71,28.04,27.98,28.09,47,2632,73205,
543576,MOVALUE     ,B ,Q,80.33,81.23,80.28,81.12,81.12,80.32,145,779,62846,
543577,MOQUALITY   ,B ,Q,163.5,164.2,163.5,164.2,164.2,162.34,2,2,327,
543578,OLATECH     ,MT,Q,128,133.25,128,133.25,133.25,132,4,7400,970232,
543579,NATURO      ,M ,Q,16,16,14.9,14.91,14.9,14.98,4,16000,246600,
543590,RHETAN      ,M ,Q,9.6,10.08,9.6,9.84,9.89,9.9,39,300000,2958375,
543591,DREAMFOLKS  ,A ,Q,549.9,552.2,545.95,546.95,547,546.7,1494,26095,14317807,
543592,HDFCSILVER  ,E ,Q,70.43,70.59,70.12,70.41,70.42,70.48,237,12846,903552,
543593,DBOL        ,B ,Q,148.3,153,148.3,152.05,151.4,148.05,826,33145,4993119,
543594,DPL         ,M ,Q,13.4,13.4,12.78,12.79,12.78,13.45,48,165000,2114910,
543595,EPBIO       ,M ,Q,200.6,200.6,185.5,185.5,185.5,184,2,1000,193050,
543596,TMB         ,A ,Q,496.85,497.9,493.1,495.2,497,493.6,1430,24545,12179886,
543597,VOEPL       ,M ,Q,323.5,323.5,292.05,300.6,298.15,331.15,529,306000,93165000,
543598,SISL        ,MT,Q,85.49,85.49,85.49,85.49,85.49,81.42,1,1600,136784,
543599,KSOLVES     ,B ,Q,1312.65,1405,1311.2,1366.3,1368,1304.15,1114,6653,9097391,
543600,HARSHA      ,B ,Q,410.85,412.7,405.65,409,409,406.7,715,13308,5451651,
543605,HDFCQUAL    ,B ,Q,50.53,50.96,50.53,50.58,50.58,50.53,9,172,8727,
543606,CONTAINE    ,MT,Q,124,126.5,118,118.15,118.5,120.5,7,14000,1710000,
543607,HDFCGROWTH  ,B ,Q,108.5,110.94,108.5,110.37,109.36,108.41,27,126,13804,
543608,HDFCVALUE   ,B ,Q,117.5,120.06,117.5,119.96,119.35,117.29,33,15086,1800461,
543613,MAFIA       ,MT,Q,14.8,14.8,14.75,14.75,14.75,15.5,2,8000,118200,
543614,TIPSFILMS   ,T ,Q,875,880,844.25,844.25,844.25,888.65,56,490,422696,
543615,SRSOLTD     ,M ,Q,236.85,247.75,235,236.5,238,231.95,38,32000,7777160,
543616,TLL         ,M ,Q,180,183.75,180,183.6,183.65,179.95,23,69600,12777990,
543617,REETECH     ,M ,Q,62.2,65,62.15,63,63,63.5,6,7200,454380,
543619,CNCRD       ,M ,Q,879,947,870,912.5,910,860,68,17500,15959637,
543620,INA         ,MT,Q,833,916.4,829.2,903,903,872.8,53,28000,24405800,
543621,CARGOSOL    ,M ,Q,46,48,42.8,46.93,46.93,44.51,42,172000,7960200,
543622,STML        ,M ,Q,165,170,150,170,170,165,26,34800,5586720,
543623,VEDANTASSET ,M ,Q,40.79,42,40.79,41.75,41.75,39.55,9,30000,1241970,
543624,MAAGHADV    ,MT,Q,153.35,153.35,153.35,153.35,153.35,146.05,1,2000,306700,
543625,SECURCRED   ,B ,Q,21.25,21.59,20.73,21.01,20.96,21.16,190,33351,707424,
543626,EMIL        ,B ,Q,227.4,228.9,221.3,222.3,221.75,227.4,552,13640,3052191,
543627,HDFCLOWVOL  ,B ,Q,17.39,17.52,17.05,17.52,17.52,17.39,315,15128,262420,
543628,HDFCMOMENT  ,B ,Q,27.99,28.12,27.71,28.05,28.05,27.97,87,6769,189039,
543635,PPLPHARMA   ,A ,Q,144.35,144.35,141.15,142,142,143.45,3888,3283268,468622441,
543636,DCI         ,T ,Q,203.95,212.9,200.1,209.1,210.9,203.2,170,6003,1242393,
543637,PACE        ,M ,Q,32.5,33.3,30.9,32.67,32.54,30.67,154,206400,6693852,
543638,TRACXN      ,B ,Q,115.85,124.15,115.85,118.45,118.45,114.4,9037,1435256,172392438,
543643,NARMADA     ,B ,Q,23.42,23.52,22.96,23.18,22.97,23.07,356,6883,159738,
543644,INFOBEAN    ,B ,Q,457.9,466,455.05,456.65,457,455.9,826,9602,4420027,
543645,HPIL        ,T ,Q,127,128.4,127,128.4,128.4,125.9,10,693,88839,
543650,DCXINDIA    ,B ,Q,385.4,385.4,371.7,373.15,373.15,386.35,3461,96862,36524119,
543651,DAPS        ,M ,Q,42.12,42.12,38.64,38.64,38.64,42.93,14,56000,2285280,
543652,FUSION      ,A ,Q,632.15,659.95,629.45,642.25,642.25,631.75,4058,95834,61777862,
543653,BIKAJI      ,A ,Q,578.95,591.9,571.95,582.95,584,570.55,1232,21513,12545364,
543654,MEDANTA     ,A ,Q,1065.7,1065.7,1016.1,1020.7,1020,1046.85,2148,23283,23966731,
543656,TECHNOPACK  ,M ,Q,83,86.65,83,86.2,86.2,84.5,10,20000,1705940,
543657,ACI         ,A ,Q,632.1,639.9,620,623.05,624,621.35,944,14188,8940758,
543663,FIVESTAR    ,A ,Q,743.1,746.05,730,732.65,732.2,743.95,484,3983,2935327,
543664,KAYNES      ,A ,Q,2670,2743,2670,2731.05,2730,2655.5,2500,15938,43364338,
543665,HDFCNIFIT   ,B ,Q,355,371.05,355,370.03,369.88,353.1,131,2525,929333,
543666,HDFCPVTBAN  ,B ,Q,247.9,249.18,247.29,247.29,247.29,247,6,7,1735,
543667,INOXGREEN   ,B ,Q,128,134.35,127.1,131.3,131.3,127.8,3254,184626,24078764,
543668,BBTCL       ,B ,Q,275.4,275.4,270,271.95,273.65,271.85,72,221,59967,
543669,RUSTOMJEE   ,B ,Q,708.1,723,698,708,704.65,706.3,471,4834,3443199,
543670,VINNY       ,T ,Q,4.17,4.17,4.17,4.17,4.17,4.25,111,204323,852026,
543671,AAATECH     ,T ,Q,103.8,103.9,98.55,102.1,102.5,102.8,195,23498,2388181,
543677,FINIETF     ,B ,Q,22.87,22.99,22.65,22.93,22.89,22.89,61,4000,91479,
543686,SIRCA       ,B ,Q,432.65,443.9,421.75,424.8,426.95,430.3,1102,20077,8708480,
543687,DHARMAJ     ,B ,Q,264.35,268.4,261.3,262.65,262.65,267.55,969,13971,3706552,
543688,SARVESHWAR  ,B ,Q,7.37,7.46,7.09,7.2,7.2,7.25,3965,6476585,47006027,
543689,UNIPARTS    ,B ,Q,603.7,608.3,595,596.35,596.35,601.8,1338,25663,15420304,
543699,EBBETF0433  ,F ,Q,1078,1078.9,1072.11,1078.37,1078.37,1079.5,19,311,333624,
543700,GSEC10IETF  ,F ,Q,223.25,223.25,223.25,223.25,223.25,223.2,1,10,2232,
543709,GARGI       ,M ,Q,547.45,561.5,535,556.55,560.5,535.5,50,30000,16646850,
543710,COMMOIETF   ,B ,Q,77.31,77.72,76.71,77.68,77.6,77.55,90,5758,445365,
543711,SULA        ,A ,Q,635.95,659.5,630.05,632.8,632.8,635.8,1560,37160,23911817,
543712,AHL         ,B ,Q,328.6,329,322.5,324,322.5,328,293,4242,1388396,
543713,DRONACHRYA  ,M ,Q,189.95,192,185.45,188,188.35,187.9,167,172000,32421650,
543714,LANDMARK    ,B ,Q,817.55,830.75,809.95,812.1,817.4,814.4,584,4617,3785947,
543715,IEL         ,T ,Q,11.93,12.38,11.92,12.37,12.37,12.16,161,164704,1979454,
543720,KFINTECH    ,A ,Q,534.85,535.05,525.75,529.95,530,529.8,1326,52470,27906745,
543725,ELIN        ,B ,Q,151.75,161.3,149.5,159.35,159.35,149.4,950,54681,8612787,
543732,RADIANTCMS  ,B ,Q,94.87,95.2,91.2,91.4,91.4,93.49,820,103827,9690412,
543737,AVEER       ,X ,Q,619,638,603,611.95,610,598.5,22,499,306333,
543738,DSPBANKETF  ,B ,Q,47.85,48.15,47.85,48.03,48.03,47.85,13,136,6533,
543743,SAH         ,B ,Q,125.1,127.15,124.55,124.95,124.55,127,78,3735,473417,
543744,REXSEAL     ,M ,Q,125,125,125,125,125,120,1,1000,125000,
543745,SVS         ,M ,Q,10.16,10.16,9.5,9.5,9.5,10.16,7,48000,471780,
543746,ELIL        ,M ,Q,1336.3,1336.3,1236,1329.8,1329.8,1113.6,26,8100,10710600,
543747,KAMOPAINTS  ,B ,Q,188.05,194.95,182.35,189.6,187.9,184.35,1717,132595,24869813,
543748,AARTIPHARM  ,A ,Q,561.15,561.15,532.2,534.15,534.15,552.5,1739,23527,12715612,
543754,TRANSVOY    ,M ,Q,63.4,64.55,63.38,63.71,64.55,62,6,14400,915472,
543765,EARTH       ,M ,Q,58,58,56,56.02,56.02,56.98,10,30000,1715970,
543766,ASHIKA      ,XT,Q,54.15,54.15,54.13,54.13,54.13,55.23,15,634,34322,
543767,BTML        ,B ,Q,213.25,213.25,204.3,211.65,211.65,204.05,926,43266,9111684,
543768,NSLNISP     ,A ,Q,49.2,51.1,49.06,50.06,50.2,49.16,3591,964992,48623354,
543769,INDONG      ,M ,Q,22.48,22.48,20.6,21.89,21.89,21.25,12,48000,1043560,
543774,HDFCBSE500  ,B ,Q,31.1,31.5,31.04,31.12,31.11,31.15,59,3175,99173,
543775,HDFCSML250  ,B ,Q,145.9,146.59,145.55,145.92,145.88,145.37,69,1502,219520,
543776,HDFCMID150  ,B ,Q,17.51,17.7,17.51,17.61,17.6,17.56,57,1482,26129,
543781,GOLDETF     ,E ,Q,62.33,62.74,61.75,62.51,62.6,62.5,261,12723,791323,
543782,SEALMATIC   ,M ,Q,569.5,571,553,556.1,556,562,20,6900,3869190,
543787,ROBU        ,M ,Q,444,445,428,442.4,444.95,434.25,30,9600,4216875,
543798,PATRON      ,M ,Q,12,12,11.53,11.53,11.53,11.61,11,44000,519720,
543799,SVJ         ,M ,Q,46.82,51.88,46.82,51.88,51.88,50.15,9,13500,667890,
543804,AMANAYA     ,M ,Q,15.85,15.85,15.85,15.85,15.85,14.65,1,6000,95100,
543805,RESGEN      ,M ,Q,66.2,66.2,64.31,64.9,64.9,65.18,22,34500,2243745,
543806,ITCONS      ,M ,Q,47,47,47,47,47,45.5,1,2000,94000,
543811,AIRAN       ,T ,Q,30.2,31.09,30.19,31.09,31.09,29.61,173,34273,1059412,
543812,DIVGIITTS   ,B ,Q,1009.05,1019.15,996.7,1012.2,1017,1012.2,1024,5872,5930378,
543813,ABSLLIQUID  ,F ,Q,1000.01,1000.01,1000.01,1000.01,1000.01,1000,1,1,1000,
543819,PSUBNKIETF  ,B ,Q,56.53,59.21,56.53,58.87,58.95,57.4,416,24125,1416649,
543828,SUDARSHAN   ,M ,Q,80,81.7,78,80.88,81.3,78,22,38400,3081824,
543829,GSLSU       ,B ,Q,229.4,246.85,229.4,236.25,237.25,234.95,4864,211495,50701510,
543830,LABELKRAFT  ,M ,Q,76,76,71,71,71,74,3,6000,444000,
543831,BRIGHT      ,M ,Q,516.95,516.95,495.3,500.9,501,500,34,11750,5933225,
543843,COMMAND     ,M ,Q,27.8,28.4,27,27,27,27,3,12000,332800,
543848,DEVLAB      ,MT,Q,93.03,94.98,91.1,94.98,94.98,92.41,5,12000,1118300,
543853,AXISPEGP    ,B ,Q,72.4,73.18,72.4,73.1,73.1,71.94,9,106,7752,
543858,LOWVOL      ,B ,Q,173.79,173.79,173.79,173.79,173.79,174.3,1,12,2085,
543860,JAFINANCE   ,XT,Q,32.34,32.34,32.34,32.34,32.34,33,5,187,6047,
543861,USK         ,B ,Q,51.85,51.85,50.4,50.54,50.54,51.2,1030,117754,5972810,
543874,MAIDEN      ,M ,Q,113.5,119,113.5,114.45,113.8,111.1,57,62000,7187200,
543875,GSEC10YEAR  ,F ,Q,24.9,25.68,24.51,25.49,25.49,25.39,10,481,12072,
543895,EXHICON     ,M ,Q,402,410,390.5,392,392,420,95,47500,18798000,
543896,AVALON      ,B ,Q,545.35,554.35,539.25,542.15,540.25,542.05,811,8766,4787962,
543897,SANCODE     ,M ,Q,79,79,77.9,77.9,77.9,82,9,13500,1053450,
543898,BLAL        ,B ,Q,210.15,223.35,208.8,217.6,217.6,208.2,1967,96737,21198926,
543900,SILVERETF   ,E ,Q,71.5,72.5,71.2,71.53,71.57,71.52,491,37343,2683736,
543901,RHL         ,B ,Q,165.5,172.85,158.55,168.3,168.05,157.15,435,8176,1365213,
543902,RETINA      ,M ,Q,53,53.61,53,53.61,53.61,52.4,2,4000,213220,
543903,DSPGOLDETF  ,E ,Q,61.65,62.15,61.25,61.65,61.65,61.98,23,120,7429,
543904,MANKIND     ,B ,Q,2246.3,2253.85,2184.8,2221,2231.55,2218.35,1208,13997,31060988,
543905,INNOKAIZ    ,MT,Q,113.94,113.94,109,113.94,113.94,108.52,116,133600,15166080,
543910,AVG         ,B ,Q,454.75,454.75,426.1,431.9,430.6,453.05,1271,13083,5743396,
543911,ATALREAL    ,T ,Q,12.25,12.72,12.12,12.72,12.72,12.12,155,66882,846795,
543912,PIGL        ,B ,Q,62.6,65.9,62.6,63.48,63.48,63.26,290,24829,1592078,
543913,NXST        ,IF,Q,135.9,135.9,133.7,133.94,133.8,134.76,363,9844,1323120,
